0	267/100	0.25	0.5	['E-4']	[]	[0]	[3]
1	1.0	1.0	0.5	['A-2', 'A-3', 'C4', 'C5']	['P8', 'M10', 'M17', 'M3']	[0, 4]	[8, 0]
1	133/100	0.25	0.5	['A-2', 'A-3', 'E-4', 'C5', 'D-5']	['P8', 'P12', 'M17', 'P18', 'P5', 'M10', 'P11', 'M6', 'm7', 'm2']	[0, 2, 3, 7]	[8, 0, 1, 3]
1	167/100	0.25	0.5	['A-2', 'A-3', 'A-4', 'C5']	['P8', 'P15', 'M17', 'M10', 'M3']	[0, 4]	[8, 0]
1	2.0	0.5	0.5	['E-3', 'B-3', 'D-4', 'B-4']	['P5', 'm7', 'P12', 'm3', 'P8', 'M6']	[0, 2, 5]	[10, 1, 3]
1	233/100	0.25	0.5	['E-3', 'B-3', 'E-4', 'A-4']	['P5', 'P8', 'P11', 'P4', 'm7']	[0, 2, 7]	[8, 10, 3]
1	267/100	0.25	0.5	['E-3', 'B-3', 'G4', 'B-4']	['P5', 'M10', 'P12', 'M6', 'P8', 'm3']	[0, 3, 7]	[3, 7, 10]
2	1.0	1.0	0.5	['A-2', 'A-3', 'C4', 'A-4']	['P8', 'M10', 'P15', 'M3', 'm6']	[0, 4]	[8, 0]
2	133/100	0.25	0.5	['A-2', 'A-3', 'E-4', 'A-4']	['P8', 'P12', 'P15', 'P5', 'P4']	[0, 5]	[3, 8]
2	167/100	0.25	0.5	['A-2', 'A-3', 'A-4']	['P8', 'P15']	[0]	[8]
2	2.0	0.5	0.5	['A-2', 'A-3', 'C4', 'E-4']	['P8', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[8, 0, 3]
2	233/100	0.25	0.5	['A-2', 'A-3', 'E-4']	['P8', 'P12', 'P5']	[0, 5]	[3, 8]
2	267/100	0.25	0.5	['A-2', 'A-3', 'A-4']	['P8', 'P15']	[0]	[8]
3	1.0	1.0	0.5	['E-3', 'B-3', 'D-4', 'G4']	['P5', 'm7', 'M10', 'm3', 'M6', 'A4']	[0, 2, 5, 8]	[7, 10, 1, 3]
3	133/100	0.25	0.5	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
