0	2.5	0.25	1.0	['G4']	[]	[0]	[7]
1	1.0	1.0	0.25	['E-2', 'E-3', 'G4']	['P8', 'M17', 'M10']	[0, 4]	[3, 7]
1	1.125	0.0625	0.25	['E-2', 'E-3', 'G3', 'G4']	['P8', 'M10', 'M17', 'M3']	[0, 4]	[3, 7]
1	1.25	0.125	0.25	['E-2', 'E-3', 'B-3', 'G4']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
1	1.375	0.0625	0.25	['E-2', 'E-3', 'E-4', 'G4']	['P8', 'P15', 'M17', 'M10', 'M3']	[0, 4]	[3, 7]
1	1.5	0.25	0.25	['E-2', 'E-3', 'G4']	['P8', 'M17', 'M10']	[0, 4]	[3, 7]
1	1.625	0.0625	0.25	['E-2', 'E-3', 'E-4', 'G4']	['P8', 'P15', 'M17', 'M10', 'M3']	[0, 4]	[3, 7]
1	1.75	0.125	0.25	['E-2', 'E-3', 'B-3', 'G4']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
1	1.875	0.0625	0.25	['E-2', 'E-3', 'G3', 'G4']	['P8', 'M10', 'M17', 'M3']	[0, 4]	[3, 7]
1	2.0	0.5	0.25	['B-1', 'B-2', 'F4']	['P8', 'P19', 'P12']	[0, 5]	[5, 10]
1	2.125	0.0625	0.25	['B-1', 'B-2', 'A-3', 'F4']	['P8', 'm14', 'P19', 'm7', 'P12', 'M6']	[0, 2, 5]	[5, 8, 10]
1	2.25	0.125	0.25	['B-1', 'B-2', 'B-3', 'F4']	['P8', 'P15', 'P19', 'P12', 'P5']	[0, 5]	[5, 10]
1	2.375	0.0625	0.25	['B-1', 'B-2', 'D4', 'F4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[10, 2, 5]
1	2.5	0.25	0.25	['B-1', 'B-2', 'F4']	['P8', 'P19', 'P12']	[0, 5]	[5, 10]
1	2.625	0.0625	0.25	['B-1', 'B-2', 'D4', 'F4']	['P8', 'M17', 'P19', 'M10', 'P12', 'm3']	[0, 3, 7]	[10, 2, 5]
1	2.75	0.125	0.25	['B-1', 'B-2', 'B-3', 'F4']	['P8', 'P15', 'P19', 'P12', 'P5']	[0, 5]	[5, 10]
1	2.875	0.0625	0.25	['B-1', 'B-2', 'A-3', 'F4']	['P8', 'm14', 'P19', 'm7', 'P12', 'M6']	[0, 2, 5]	[5, 8, 10]
2	1.0	1.0	0.25	['E-2', 'E-3', 'E-4']	['P8', 'P15']	[0]	[3]
2	1.125	0.0625	0.25	['E-2', 'E-3', 'G3', 'E-4']	['P8', 'M10', 'P15', 'M3', 'm6']	[0, 4]	[3, 7]
2	1.25	0.125	0.25	['E-2', 'E-3', 'B-3', 'E-4']	['P8', 'P12', 'P15', 'P5', 'P4']	[0, 5]	[10, 3]
2	1.375	0.0625	0.25	['E-2', 'E-3', 'E-4']	['P8', 'P15']	[0]	[3]
